PassengerId,Survived
1109,0.23514129228536068
1110,0.9142044759674716
1111,0.10947616621216988
1112,0.3931488668234483
1113,0.11183080614346838
1114,0.30549004311351835
1115,0.11061047392890326
1116,0.5231155748538152
1117,0.28773989912113285
1118,0.1101763133674862
1119,0.26427145999409446
1120,0.10905642608489215
1121,0.5333331166686321
1122,0.7120641052815352
1123,0.5057760221568023
1124,0.10689867953948246
1125,0.4297075975341589
1126,0.2646549009064809
1127,0.3817813711771054
1128,0.2446872260770283
1129,0.456781801652666
1130,0.36695444061337085
1131,0.5110790336533668
1132,0.8545618246699266
1133,0.825456506160483
1134,0.30049775953019486
1135,0.10854022921067244
1136,0.10581429074829776
1137,0.4952521929050961
1138,0.8457330361939102
1139,0.6087538848291398
1140,0.5456251705632689
1141,0.4227125719884751
1142,0.4736106585395354
1143,0.39705022415651214
1144,0.4168413092382491
1145,0.11155435940957761
1146,0.3677078071460712
1147,0.3853266253249124
1148,0.4294465993001766
1149,0.4759783880537618
1150,0.8067509938288902
1151,0.3805850829619082
1152,0.11017244349518154
1153,0.4807509329810076
1154,0.6192717572680849
1155,0.42230252346101965
1156,0.5951982833932143
1157,0.10854404750453275
1158,0.1669150669928677
1159,0.10550352845377144
1160,0.6297349860233125
1161,0.45962554750131684
1162,0.29688054859175567
1163,0.11783361658126211
1164,0.9004585338801654
1165,0.335482001221182
1166,0.4454411828434084
1167,0.8807268974208241
1168,0.5416624272779046
1169,0.14142884915522289
1170,0.6202375234896721
1171,0.4582035521520319
1172,0.22674709946351007
1173,0.22459244627006045
1174,0.26427145999409446
1175,0.3116732639332116
1176,0.4021547498281141
1177,0.10235402589332811
1178,0.1101852418433274
1179,0.27100918746760505
1180,0.12746792305880117
1181,0.3322696692015975
1182,0.6379497132497756
1183,0.6897152908402444
1184,0.22717091409540477
1185,0.6612605096484331
1186,0.10806039309035284
1187,0.10946163464541955
1188,0.5086928035307428
1189,0.5854371379783968
1190,0.3382649352481769
1191,0.4702130518603816
1192,0.36609361943599383
1193,0.1802353463098794
1194,0.11509884531522832
1195,0.565911431485181
1196,0.26427145999409446
1197,0.8326766208331352
1198,0.6856537303669052
1199,0.521823676633496
1200,0.2317791012191409
1201,0.6743310736587445
1202,0.4519975722860954
1203,0.5553430667233732
1204,0.38296471684015493
1205,0.2480918761853273
1206,0.5071048352492707
1207,0.6671027210852039
1208,0.6761293207569344
1209,0.2556934624087194
1210,0.43804976747255076
1211,0.7716332269119771
1212,0.10924016102962113
1213,0.13278760925633024
1214,0.5417593280563079
1215,0.6348920574594286
1216,0.5344559617251147
1217,0.4436426241046808
1218,0.4301212845166254
1219,0.7911326277041505
1220,0.5686989534992086
1221,0.6524441293551508
1222,0.8285275605976468
1223,0.34437172225361035
1224,0.17522866198049414
1225,0.30035508356841245
1226,0.37382394986646594
1227,0.2200518324439064
1228,0.22257252406778044
1229,0.6083261621652213
1230,0.17153672994137095
1231,0.17106612857541803
1232,0.6684721226678956
1233,0.4306146151192115
1234,0.09300695381069854
1235,0.5373726978527882
1236,0.11884064487033519
1237,0.6613613722374511
1238,0.5417593280563079
1239,0.6337934573453423
1240,0.58558359108671
1241,0.4201725304468455
1242,0.5052561153888403
1243,0.2424001816028188
1244,0.17949318734837005
1245,0.1945074185697933
1246,0.3265767585272309
1247,0.19665549541032473
1248,0.8953155485138904
1249,0.3726310962508411
1250,0.42966604173729783
1251,0.5736939395091369
1252,0.08478179461302988
1253,0.4617163526051624
1254,0.8295661711315458
1255,0.11050049566939968
1256,0.5737535468700401
1257,0.12803933971498174
1258,0.5935782884300385
1259,0.6310098149287424
1260,0.8859891102119667
1261,0.690212572879523
1262,0.3655926218791796
1263,0.5860106355158308
1264,0.15304352772345797
1265,0.13639329061982622
1266,0.8582204702183879
1267,0.8988883581517761
1268,0.5505159532300503
1269,0.22161405003334142
1270,0.2029179198772924
1271,0.11003568377237281
1272,0.42966604173729783
1273,0.43193929786663854
1274,0.2369533351327235
1275,0.5926153508557278
1276,0.1526881469567136
1277,0.4456547191787413
1278,0.4773732311710395
1279,0.4932862024727526
1280,0.12047428009158379
1281,0.14274640788630985
1282,0.4240877492985996
1283,0.4066275019851988
1284,0.15934560285711807
1285,0.6439120245843737
1286,0.20270749739977556
1287,0.5253678217526303
1288,0.4276032161574522
1289,0.5413158300521415
1290,0.2026034301313031
1291,0.4225127877628398
1292,0.5415324661454306
1293,0.13750433309770807
1294,0.8974522257840893
1295,0.25927192502613855
1296,0.6684016850099584
1297,0.1945880940961713
1298,0.13339501181141214
1299,0.7678179472786592
1300,0.2658210624167403
1301,0.6502587995014667
1302,0.26427145999409446
1303,0.5401628669420824
1304,0.6256121229601082
1305,0.10693523090920723
1306,0.5456182298182869
1307,0.35819944943021065
1308,0.3680663223071028
1309,0.5160181151288121
